7194-arts-124-c-2,AIR-AP2802I-B-K9,2c:5a:0f:d6:08:e2,arts,US,10.140.3.86,0
7194-arts-124-h-c,AIR-AP2802I-B-K9,00:2c:c8:99:97:24,arts,US,10.140.3.88,0
7194-arts-126-c,AIR-AP2802I-B-K9,00:f6:63:13:a0:94,arts,US,10.140.3.94,2
7194-arts-128-c,AIR-AP2802I-B-K9,00:f6:63:13:a2:ca,arts,US,10.140.3.75,0
7194-arts-129-c,AIR-AP2802I-B-K9,2c:5a:0f:ed:1c:72,arts,US,10.140.3.59,0
7194-arts-131-c,AIR-AP2802I-B-K9,00:d7:8f:9a:4b:f4,arts,US,10.140.3.18,0
7194-arts-131-h-c,AIR-AP2802I-B-K9,2c:5a:0f:ed:1c:86,arts,US,10.140.3.42,0
7194-arts-134-c,AIR-AP2802I-B-K9,2c:5a:0f:ed:1c:8c,arts,US,10.140.3.83,0
7194-arts-201-w,AIR-AP2802E-B-K9,70:db:98:97:ca:06,arts,US,10.140.3.43,0
7194-arts-202-w,AIR-AP2802E-B-K9,2c:5a:0f:a6:a0:f8,arts,US,10.140.3.97,1
7194-arts-205a-c,AIR-AP2802I-B-K9,2c:5a:0f:ed:1b:b8,arts,US,10.140.3.106,0
7194-arts-205b-c,AIR-AP2802I-B-K9,00:f6:63:13:a0:8c,arts,US,10.140.3.101,0
7194-arts-205-c,AIR-AP2802I-B-K9,40:01:7a:38:de:3e,arts,US,10.140.3.110,0
7194-arts-209a-c,AIR-AP2802I-B-K9,40:01:7a:03:14:5a,arts,US,10.140.3.56,4
7194-arts-209d-h-c,AIR-AP2802I-B-K9,40:01:7a:70:30:30,arts,US,10.140.3.60,1
7194-arts-209g-c,AIR-AP2802I-B-K9,40:01:7a:02:f9:e2,arts,US,10.140.3.102,1
7194-arts-209k-c,AIR-AP2802I-B-K9,18:80:90:e7:24:0c,arts,US,10.140.3.104,0
7194-arts-209m-c,AIR-AP2802I-B-K9,a0:23:9f:67:32:4e,arts,US,10.140.3.117,0
7194-arts-224va-h-c,AIR-AP2802I-B-K9,40:ce:24:a4:86:8e,arts,US,10.140.3.39,0
7194-arts-224v-h-c,AIR-AP2802I-B-K9,40:01:7a:03:07:04,arts,US,10.140.3.74,2
7194-arts-224-w,AIR-AP2802E-B-K9,70:db:98:ca:08:64,arts,US,10.140.3.41,0
7194-arts-230-c,AIR-AP2802I-B-K9,00:2c:c8:99:a1:b6,arts,US,10.140.3.68,1
7194-arts-232-c,AIR-AP2802I-B-K9,00:c8:8b:6a:38:04,arts,US,10.140.3.19,0
7194-arts-233-c,AIR-AP2802I-B-K9,40:01:7a:4b:3c:70,arts,US,10.140.3.105,0
7194-arts-234-c,AIR-AP2802I-B-K9,00:2c:c8:99:9d:e2,arts,US,10.140.3.76,0
7194-arts-234-h-c,AIR-AP2802I-B-K9,00:2c:c8:99:9f:c0,arts,US,10.140.3.54,13
7194-arts-235-c,AIR-AP2802I-B-K9,40:ce:24:a4:86:8a,arts,US,10.140.3.66,0
7194-arts-236-c,AIR-AP2802I-B-K9,00:f6:63:13:a3:0e,arts,US,10.140.3.48,1
7194-arts-236-h-c,AIR-AP2802I-B-K9,00:2c:c8:99:9d:26,arts,US,10.140.3.115,0
7194-arts-m105a-c,AIR-AP2802I-B-K9,00:f6:63:13:a2:c6,arts,US,10.140.3.69,0
7194-arts-m105-c-1,AIR-AP2802I-B-K9,2c:5a:0f:ed:1c:68,arts,US,10.140.3.33,0
7194-arts-m105-c-2,AIR-AP2802I-B-K9,2c:5a:0f:ed:1c:66,arts,US,10.140.3.53,0
7194-arts-m105-c-3,AIR-AP2802I-B-K9,00:2c:c8:99:95:2c,arts,US,10.140.3.36,0
7194-arts-m123a-c,AIR-AP2802I-B-K9,00:f6:63:13:a0:8a,arts,US,10.140.3.96,0
7194-arts-outdoor-front,AIR-AP1562D-B-K9,2c:33:11:0e:2a:8a,arts,US,10.140.3.95,9
7194-arts-outdoor-rear-1,AIR-AP1562D-B-K9,2c:33:11:0e:2a:7a,arts,US,10.140.3.12,0
7194-arts-outdoor-rear-2,AIR-AP1562D-B-K9,00:62:ec:4a:9d:d2,arts,US,10.140.3.31,0
7201-eastduke-101j-w,AIR-CAP3502E-A-K9,2c:54:2d:8e:e6:72,East,Duke,US,10.140.182.178
7201-eastduke-107b-w,AIR-CAP3502E-A-K9,28:94:0f:c9:1d:14,default,US,10.140.182.211,6
7201-eastduke-107d-w,AIR-CAP3502E-A-K9,c4:64:13:00:28:30,East,Duke,US,10.140.182.154
7201-eastduke-107-w,AIR-CAP3502E-A-K9,2c:54:2d:0a:35:65,East,Duke,US,10.140.182.205
7201-eastduke-108-c,AIR-CAP3702I-A-K9,f0:7f:06:a5:cf:38,default,location,US,10.140.182.177
7201-eastduke-114-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:8c:5d,East,Duke,US,10.140.182.182
7201-eastduke-119-w,AIR-CAP3502E-A-K9,2c:54:2d:0d:cc:f4,East,Duke,US,10.140.182.224
7201-eastduke-204a-w,AIR-CAP3602E-A-K9,7c:ad:74:84:ff:a8,Eastduke,US,10.140.182.203,1
7201-eastduke-205-w,AIR-CAP3502E-A-K9,2c:54:2d:13:20:4b,East,Duke,US,10.140.182.223
7201-eastduke-210a,AIR-CAP3502I-A-K9,c4:64:13:5b:95:56,East,Duke,US,10.140.182.179
7202-westduke-01e-h-c,AIR-CAP3502I-A-K9,28:94:0f:39:0e:42,West,Duke,US,10.140.6.48
7202-westduke-05-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:0d:83,West,Duke,US,10.140.6.44
7202-westduke-06a-h-c,AIR-CAP3502I-A-K9,c4:64:13:cb:7a:e2,West,Duke,US,10.140.6.41
7202-westduke-06g-h-c,AIR-CAP3502I-A-K9,c4:64:13:76:62:98,West,Duke,US,10.140.6.47
7202-westduke-07b-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:1c:3a,West,Duke,US,10.140.6.16
7202-westduke-08c-h-c,AIR-CAP3502I-A-K9,c4:64:13:cb:7c:21,West,Duke,US,10.140.6.14
7202-westduke-09b-h-c,AIR-CAP3502I-A-K9,28:94:0f:c9:26:ce,West,Duke,US,10.140.6.45
7202-westduke-101-c,AIR-CAP3502I-A-K9,c4:64:13:38:c2:80,West,Duke,US,10.140.6.10
7202-westduke-102a-h-c,AIR-CAP3602I-A-K9,7c:ad:74:85:11:ea,West,Duke,US,10.140.6.46
7202-westduke-102-c,AIR-CAP3502I-A-K9,c4:64:13:5b:95:65,West,Duke,US,10.140.6.15
7202-westduke-103b-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c1:99,West,Duke,US,10.140.6.56
7202-westduke-104a-h-c,AIR-CAP3502I-A-K9,28:94:0f:39:0e:bb,West,Duke,US,10.140.6.55
7202-westduke-105-c,AIR-CAP3602I-A-K9,bc:16:65:16:51:c9,West,Duke,US,10.140.6.17
7202-westduke-106-c,AIR-CAP3502I-A-K9,c4:64:13:5b:95:23,West,Duke,US,10.140.6.13
7202-westduke-107h-c,AIR-CAP3502I-A-K9,c4:64:13:c2:e2:8c,West,Duke,US,10.140.6.19
7202-westduke-108b-c,AIR-CAP3602I-A-K9,7c:ad:74:85:09:34,Wset,Duke,US,10.140.6.43
7202-westduke-201a-h-c,AIR-CAP3602I-A-K9,7c:ad:74:85:09:3f,West,Duke,US,10.140.6.18
7202-westduke-201h-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:0d:3d,West,Duke,US,10.140.6.12
7202-westduke-202-c,AIR-CAP3502I-A-K9,c4:64:13:5b:a9:bf,West,Duke,US,10.140.6.57
7202-westduke-204-c,AIR-CAP3502I-A-K9,c4:64:13:38:c1:7b,West,Duke,US,10.140.6.36
7202-westduke-208-h-c,AIR-CAP3602I-A-K9,7c:ad:74:85:11:49,West,Duke,US,10.140.6.7
7202-westduke-213b-h-c,AIR-CAP3502I-A-K9,c4:64:13:cb:7b:49,West,Duke,US,10.140.6.42
7202-westduke-213h-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:98:c9,West,Duke,US,10.140.6.9
7203-aycock-101-w,AIR-AP1810W-B-K9,00:42:5a:ae:61:c0,aycock,US,10.140.42.165,0
7203-aycock-102-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:58,aycock,US,10.140.42.156,0
7203-aycock-103-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:30,aycock,US,10.140.42.160,0
7203-aycock-104-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:68,aycock,US,10.140.42.168,0
7203-aycock-105-w,AIR-AP1810W-B-K9,00:42:5a:ae:61:d8,aycock,US,10.140.42.167,0
7203-aycock-110-h-c,AIR-AP2802I-B-K9,f8:0b:cb:e4:64:54,default,location,US,10.140.42.207
7203-aycock-113-cm,AIR-AP2802I-B-K9,f8:0b:cb:e4:64:fc,aycock,US,10.140.42.206,3
7203-aycock-113-w,AIR-AP1810W-B-K9,00:42:5a:ae:64:f0,aycock,US,10.140.42.220,0
7203-aycock-114-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:98,aycock,US,10.140.42.170,0
7203-aycock-115-w,AIR-AP1810W-B-K9,00:42:5a:ae:62:f8,aycock,US,10.140.42.169,0
7203-aycock-116-w,AIR-AP1810W-B-K9,00:42:5a:ae:59:b8,aycock,US,10.140.42.219,0
7203-aycock-117-w,AIR-AP1810W-B-K9,00:42:5a:ae:5b:d0,aycock,US,10.140.42.218,0
7203-aycock-118-w,AIR-AP1810W-B-K9,00:42:5a:ae:65:20,aycock,US,10.140.42.162,0
7203-aycock-119-w,AIR-AP1810W-B-K9,00:42:5a:ae:62:98,aycock,US,10.140.42.217,0
7203-aycock-120-w,AIR-AP1810W-B-K9,00:42:5a:ae:61:68,aycock,US,10.140.42.215,0
7203-aycock-201-w,AIR-AP1810W-B-K9,00:42:5a:ae:5a:d0,aycock,US,10.140.42.245,0
7203-aycock-202-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:e8,aycock,US,10.140.42.186,0
7203-aycock-203-w,AIR-AP1810W-B-K9,00:42:5a:ae:62:e0,aycock,US,10.140.42.150,0
7203-aycock-204-w,AIR-AP1810W-B-K9,00:42:5a:ae:59:78,aycock,US,10.140.42.187,0
7203-aycock-205-w,AIR-AP1810W-B-K9,00:42:5a:ae:64:d0,aycock,US,10.140.42.244,0
7203-aycock-206-w,AIR-AP1810W-B-K9,00:42:5a:ae:64:e0,aycock,US,10.140.42.185,0
7203-aycock-207-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:f8,aycock,US,10.140.42.243,1
7203-aycock-208-w,AIR-AP1810W-B-K9,00:42:5a:ae:59:c0,aycock,US,10.140.42.246,0
7203-aycock-209-w,AIR-AP1810W-B-K9,00:42:5a:ae:5f:b8,aycock,US,10.140.42.183,0
7203-aycock-211-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:80,aycock,US,10.140.42.157,0
7203-aycock-212-w,AIR-AP1810W-B-K9,00:42:5a:ae:5f:50,aycock,US,10.140.42.204,0
7203-aycock-214-w,AIR-AP1810W-B-K9,00:42:5a:ae:5a:c0,aycock,US,10.140.42.237,0
7203-aycock-215-w,AIR-AP1810W-B-K9,00:42:5a:ae:5b:c8,aycock,US,10.140.42.181,0
7203-aycock-216-w,AIR-AP1810W-B-K9,00:42:5a:ae:5b:f8,aycock,US,10.140.42.235,0
7203-aycock-217-w,AIR-AP1810W-B-K9,00:eb:d5:10:22:00,default,location,US,10.140.42.140
7203-aycock-218-w,AIR-AP1810W-B-K9,00:42:5a:ae:5b:e8,aycock,US,10.140.42.210,0
7203-aycock-219-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:f0,aycock,US,10.140.42.216,0
7203-aycock-220-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:38,aycock,US,10.140.42.191,0
7203-aycock-301-w,AIR-AP1810W-B-K9,00:42:5a:ae:5c:b8,aycock,US,10.140.42.229,0
7203-aycock-302-w,AIR-AP1810W-B-K9,00:42:5a:ae:5c:a0,aycock,US,10.140.42.227,0
7203-aycock-303-w,AIR-AP1810W-B-K9,00:42:5a:ae:5a:e0,aycock,US,10.140.42.225,0
7203-aycock-304-w,AIR-AP1810W-B-K9,00:42:5a:ae:59:f0,aycock,US,10.140.42.174,0
7203-aycock-305-w,AIR-AP1810W-B-K9,00:42:5a:ae:62:28,aycock,US,10.140.42.223,0
7203-aycock-306-w,AIR-AP1810W-B-K9,00:42:5a:ae:5e:c8,aycock,US,10.140.42.172,0
7203-aycock-307-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:c0,aycock,US,10.140.42.173,0
7203-aycock-308-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:90,aycock,US,10.140.42.171,0
7203-aycock-309-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:d8,aycock,US,10.140.42.176,0
7203-aycock-310-w,AIR-AP1810W-B-K9,00:42:5a:ae:5a:68,aycock,US,10.140.42.175,0
7203-aycock-311-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:e0,aycock,US,10.140.42.179,0
7203-aycock-312-w,AIR-AP1810W-B-K9,00:42:5a:ae:5b:10,aycock,US,10.140.42.178,0
7203-aycock-314-w,AIR-AP1810W-B-K9,00:42:5a:ae:5c:c8,aycock,US,10.140.42.230,0
7203-aycock-315-w,AIR-AP1810W-B-K9,00:42:5a:ae:5c:40,aycock,US,10.140.42.222,0
7203-aycock-316-w,AIR-AP1810W-B-K9,00:42:5a:ae:64:78,aycock,US,10.140.42.208,0
7203-aycock-317-w,AIR-AP1810W-B-K9,00:42:5a:ae:5b:18,aycock,US,10.140.42.226,0
7203-aycock-318-w,AIR-AP1810W-B-K9,00:42:5a:ae:62:f0,aycock,US,10.140.42.224,0
7203-aycock-319-w,AIR-AP1810W-B-K9,00:42:5a:ae:5f:c0,aycock,US,10.140.42.142,0
7203-aycock-320-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:10,aycock,US,10.140.42.231,0
7204-jarvis-101-w,AIR-AP1810W-B-K9,00:42:5a:ae:5b:d8,jarvis,US,10.140.46.113,0
7204-jarvis-102-w,AIR-AP1810W-B-K9,00:42:5a:ae:5c:e8,jarvis,US,10.140.46.56,0
7204-jarvis-103-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:48,jarvis,US,10.140.46.29,0
7204-jarvis-104-w,AIR-AP1810W-B-K9,00:42:5a:ae:5f:20,jarvis,US,10.140.46.107,0
7204-jarvis-105-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:70,jarvis,US,10.140.46.119,0
7204-jarvis-108-w,AIR-AP1810W-B-K9,00:42:5a:b0:00:e8,jarvis,US,10.140.46.19,1
7204-jarvis-112-c,AIR-AP2802I-B-K9,f8:0b:cb:e4:64:ee,jarvis,US,10.140.46.32,1
7204-jarvis-113-h-c,AIR-AP2802I-B-K9,f8:0b:cb:e4:65:74,jarvis,US,10.140.46.80,1
7204-jarvis-114-w,AIR-AP1810W-B-K9,00:42:5a:ae:62:c8,jarvis,US,10.140.46.27,0
7204-jarvis-115-w,AIR-AP1810W-B-K9,00:42:5a:ae:5c:08,jarvis,US,10.140.46.117,0
7204-jarvis-116-w,AIR-AP1810W-B-K9,00:42:5a:ae:61:a8,jarvis,US,10.140.46.55,0
7204-jarvis-117-w,AIR-AP1810W-B-K9,00:42:5a:ae:5c:b0,jarvis,US,10.140.46.17,1
7204-jarvis-118-w,AIR-AP1810W-B-K9,00:42:5a:ae:64:a8,jarvis,US,10.140.46.53,0
7204-jarvis-119-w,AIR-AP1810W-B-K9,00:42:5a:ae:62:90,jarvis,US,10.140.46.54,1
7204-jarvis-120-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:98,jarvis,US,10.140.46.109,0
7204-jarvis-121-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:58,jarvis,US,10.140.46.15,0
7204-jarvis-201-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:c8,jarvis,US,10.140.46.51,0
7204-jarvis-202-w,AIR-AP1810W-B-K9,00:b0:e1:90:41:c0,jarvis,US,10.140.46.48,0
7204-jarvis-203-w,AIR-AP1810W-B-K9,00:b0:e1:90:2b:60,jarvis,US,10.140.46.103,0
7204-jarvis-204-w,AIR-AP1810W-B-K9,00:b0:e1:90:41:a8,jarvis,US,10.140.46.43,0
7204-jarvis-205-w,AIR-AP1810W-B-K9,00:b0:e1:90:47:a8,jarvis,US,10.140.46.42,0
7204-jarvis-206-w,AIR-AP1810W-B-K9,00:b0:e1:90:41:58,jarvis,US,10.140.46.10,0
7204-jarvis-208-w,AIR-AP1810W-B-K9,00:b0:e1:90:46:a8,jarvis,US,10.140.46.46,0
7204-jarvis-209-w,AIR-AP1810W-B-K9,00:42:5a:ae:5b:50,jarvis,US,10.140.46.100,0
7204-jarvis-210-w,AIR-AP1810W-B-K9,00:b0:e1:90:44:28,jarvis,US,10.140.46.50,1
7204-jarvis-211-w,AIR-AP1810W-B-K9,00:b0:e1:90:45:48,jarvis,US,10.140.46.79,0
7204-jarvis-212-w,AIR-AP1810W-B-K9,00:b0:e1:90:2c:98,jarvis,US,10.140.46.49,0
7204-jarvis-213-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:20,jarvis,US,10.140.46.101,0
7204-jarvis-214-w,AIR-AP1810W-B-K9,00:42:5a:ae:64:c8,jarvis,US,10.140.46.47,0
7204-jarvis-216-w,AIR-AP1810W-B-K9,00:b0:e1:90:47:70,jarvis,US,10.140.46.44,0
7204-jarvis-217-w,AIR-AP1810W-B-K9,00:42:5a:ae:5d:b0,jarvis,US,10.140.46.26,0
7204-jarvis-218-w,AIR-AP1810W-B-K9,00:42:5a:ae:64:e8,jarvis,US,10.140.46.45,0
7204-jarvis-219-w,AIR-AP1810W-B-K9,00:42:5a:ae:4d:58,jarvis,US,10.140.46.99,0
7204-jarvis-220-w,AIR-AP1810W-B-K9,00:42:5a:ae:4c:18,jarvis,US,10.140.46.97,0
7204-jarvis-221-w,AIR-AP1810W-B-K9,00:42:5a:ae:40:20,jarvis,US,10.140.46.96,0
7204-jarvis-301-w,AIR-AP1810W-B-K9,00:42:5a:b2:35:68,jarvis,US,10.140.46.83,0
7204-jarvis-302-w,AIR-AP1810W-B-K9,00:42:5a:b4:18:10,jarvis,US,10.140.46.34,0
7204-jarvis-303-w,AIR-AP1810W-B-K9,00:42:5a:b4:16:f0,jarvis,US,10.140.46.84,0
7204-jarvis-304-w,AIR-AP1810W-B-K9,00:42:5a:b4:16:00,jarvis,US,10.140.46.85,0
7204-jarvis-305-w,AIR-AP1810W-B-K9,00:42:5a:b4:12:90,jarvis,US,10.140.46.33,0
7204-jarvis-306-w,AIR-AP1810W-B-K9,00:42:5a:b4:0d:a0,jarvis,US,10.140.46.28,0
7204-jarvis-308-w,AIR-AP1810W-B-K9,00:42:5a:ae:5a:50,jarvis,US,10.140.46.93,0
7204-jarvis-309-w,AIR-AP1810W-B-K9,00:42:5a:b4:12:20,jarvis,US,10.140.46.25,0
7204-jarvis-310-w,AIR-AP1810W-B-K9,00:b0:e1:90:45:d8,jarvis,US,10.140.46.35,0
7204-jarvis-311-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:00,jarvis,US,10.140.46.88,0
7204-jarvis-312-w,AIR-AP1810W-B-K9,00:b0:e1:90:28:d8,jarvis,US,10.140.46.89,0
7204-jarvis-313-w,AIR-AP1810W-B-K9,00:b0:e1:90:43:50,jarvis,US,10.140.46.39,0
7204-jarvis-314-w,AIR-AP1810W-B-K9,00:42:5a:ae:5e:d0,jarvis,US,10.140.46.36,0
7204-jarvis-316-w,AIR-AP1810W-B-K9,00:42:5a:ae:40:30,jarvis,US,10.140.46.91,0
7204-jarvis-317-w,AIR-AP1810W-B-K9,00:b0:e1:90:2d:98,jarvis,US,10.140.46.40,0
7204-jarvis-318-w,AIR-AP1810W-B-K9,00:42:5a:ae:5f:70,jarvis,US,10.140.46.38,0
7204-jarvis-319-w,AIR-AP1810W-B-K9,00:42:5a:ae:5a:80,jarvis,US,10.140.46.31,0
7204-jarvis-320-w,AIR-AP1810W-B-K9,00:42:5a:ae:5c:58,jarvis,US,10.140.46.22,0
7204-jarvis-321-w,AIR-AP1810W-B-K9,00:42:5a:ae:61:b8,jarvis,US,10.140.46.37,0
7204-jarvis-roof-temp,AIR-CAP3702P-A-K9,f4:4e:05:0b:4e:00,jarvis,US,10.140.46.106,2
7205-epworth-103c-w,AIR-AP1810W-B-K9,00:42:5a:b2:04:80,epworth,US,10.140.44.138,2
7205-epworth-104-w,AIR-AP1810W-B-K9,00:42:5a:b0:61:88,default,location,US,10.140.44.196
7205-epworth-106-w,AIR-AP1810W-B-K9,00:42:5a:b0:18:20,epworth,US,10.140.44.232,2
7205-epworth-107-w,AIR-AP1810W-B-K9,00:42:5a:b0:3d:58,epworth,US,10.140.44.176,0
7205-epworth-108-w,AIR-AP1810W-B-K9,00:42:5a:b0:2d:98,epworth,US,10.140.44.178,0
7205-epworth-109-w,AIR-AP1810W-B-K9,00:42:5a:b2:04:b8,epworth,US,10.140.44.174,0
7205-epworth-110-w,AIR-AP1810W-B-K9,00:42:5a:b0:22:98,epworth,US,10.140.44.179,0
7205-epworth-111-w,AIR-AP1810W-B-K9,00:42:5a:b0:51:50,epworth,US,10.140.44.233,0
7205-epworth-112-w,AIR-AP1810W-B-K9,00:42:5a:b0:0f:68,epworth,US,10.140.44.177,2
7205-epworth-113-w,AIR-AP1810W-B-K9,00:42:5a:b0:10:20,epworth,US,10.140.44.231,4
7205-epworth-114-w,AIR-AP1810W-B-K9,00:42:5a:b0:0e:58,epworth,US,10.140.44.230,5
7205-epworth-115-w,AIR-AP1810W-B-K9,00:42:5a:b0:20:08,epworth,US,10.140.44.221,4
7205-epworth-116-w,AIR-AP1810W-B-K9,00:42:5a:b0:4c:68,epworth,US,10.140.44.175,4
7205-epworth-117-w,AIR-AP1810W-B-K9,00:42:5a:b0:1d:30,epworth,US,10.140.44.210,1
7205-epworth-118-w,AIR-AP1810W-B-K9,00:42:5a:b0:1c:68,epworth,US,10.140.44.211,5
7205-epworth-119-w,AIR-AP1810W-B-K9,00:42:5a:b0:4c:f0,epworth,US,10.140.44.173,2
7205-epworth-120-w,AIR-AP1810W-B-K9,00:42:5a:b0:3d:48,epworth,US,10.140.44.172,0
7205-epworth-203-w,AIR-AP1810W-B-K9,00:42:5a:b0:32:c8,epworth,US,10.140.44.186,1
7205-epworth-205-w,AIR-AP1810W-B-K9,00:42:5a:b0:38:a8,epworth,US,10.140.44.239,1
7205-epworth-206-w,AIR-AP1810W-B-K9,00:42:5a:b0:13:d8,epworth,US,10.140.44.187,0
7205-epworth-207-w,AIR-AP1810W-B-K9,00:42:5a:b0:58:18,epworth,US,10.140.44.181,0
7205-epworth-208-w,AIR-AP1810W-B-K9,00:42:5a:b0:4b:b8,epworth,US,10.140.44.235,0
7205-epworth-209-w,AIR-AP1810W-B-K9,00:42:5a:b0:1e:68,epworth,US,10.140.44.234,0
7205-epworth-210-w,AIR-AP1810W-B-K9,00:42:5a:b0:52:30,epworth,US,10.140.44.236,0
7205-epworth-211-w,AIR-AP1810W-B-K9,00:42:5a:b0:2f:50,epworth,US,10.140.44.182,0
7205-epworth-212a-w,AIR-AP1810W-B-K9,00:42:5a:ae:5f:e0,epworth,US,10.140.44.184,0
7205-epworth-212-w,AIR-AP1810W-B-K9,00:42:5a:b0:3c:d8,epworth,US,10.140.44.241,0
7205-epworth-213-w,AIR-AP1810W-B-K9,00:42:5a:b0:33:68,epworth,US,10.140.44.180,0
7205-epworth-214-w,AIR-AP1810W-B-K9,00:42:5a:b0:3d:30,epworth,US,10.140.44.163,0
7205-epworth-215-w,AIR-AP1810W-B-K9,00:42:5a:b0:3d:90,epworth,US,10.140.44.242,0
7205-epworth-216-w,AIR-AP1810W-B-K9,00:42:5a:b0:56:48,epworth,US,10.140.44.240,0
7205-epworth-217-w,AIR-AP1810W-B-K9,00:42:5a:b0:52:20,epworth,US,10.140.44.238,0
7205-epworth-218-w,AIR-AP1810W-B-K9,00:42:5a:b0:1d:28,epworth,US,10.140.44.185,0
7205-epworth-219-w,AIR-AP1810W-B-K9,00:42:5a:b0:18:10,epworth,US,10.140.44.169,0
7205-epworth-220-w,AIR-AP1810W-B-K9,00:42:5a:b0:51:78,epworth,US,10.140.44.183,0
7205-kilgo-i-101cm-c,AIR-AP2802I-B-K9,2c:5a:0f:ed:19:18,default,location,US,10.140.233.190
7205-kilgo-i-101-w,AIR-AP1810W-B-K9,00:42:5a:b0:36:00,default,location,US,10.140.233.233
7205-kilgo-i-102-w,AIR-AP1810W-B-K9,00:42:5a:b0:41:10,kilgo,US,10.140.233.123,0
7205-kilgo-i-103-w,AIR-AP1810W-B-K9,00:42:5a:b0:14:68,kilgo,US,10.140.233.124,0
7205-kilgo-i-104-w,AIR-AP1810W-B-K9,00:42:5a:b0:07:c0,kilgo,US,10.140.233.201,0
7205-kilgo-i-105-w,AIR-AP1810W-B-K9,00:42:5a:b0:3e:90,kilgo,US,10.140.233.189,0
7205-kilgo-i-201-w,AIR-AP1810W-B-K9,00:42:5a:b0:40:d8,kilgo,US,10.140.232.102,1
7205-kilgo-i-202-w,AIR-AP1810W-B-K9,00:42:5a:b0:39:70,kilgo,US,10.140.233.188,0
7205-kilgo-i-203-w,AIR-AP1810W-B-K9,00:42:5a:b0:3f:b8,kilgo,US,10.140.233.125,0
7205-kilgo-i-204-w,AIR-AP1810W-B-K9,00:42:5a:b0:58:20,kilgo,US,10.140.233.208,0
7205-kilgo-i-205-w,AIR-AP1810W-B-K9,00:42:5a:b0:15:f8,kilgo,US,10.140.233.205,1
7205-kilgo-i-206-w,AIR-AP1810W-B-K9,00:42:5a:b0:5e:18,kilgo,US,10.140.233.149,0
7205-kilgo-i-207-w,AIR-AP1810W-B-K9,00:42:5a:b0:5b:18,kilgo,US,10.140.233.220,0
7205-kilgo-i-301-w,AIR-AP1810W-B-K9,00:42:5a:b0:3e:b8,kilgo,US,10.140.17.219,0
7205-kilgo-i-302-w,AIR-AP1810W-B-K9,00:42:5a:b0:3f:60,kilgo,US,10.140.232.107,0
7205-kilgo-i-303-w,AIR-AP1810W-B-K9,00:42:5a:b0:40:10,kilgo,US,10.140.233.131,0
7205-kilgo-i-304-w,AIR-AP1810W-B-K9,00:42:5a:b0:3a:d8,kilgo,US,10.140.232.108,0
7205-kilgo-i-306-w,AIR-AP1810W-B-K9,00:42:5a:b0:2a:80,kilgo,US,10.140.232.109,0
7205-kilgo-i-307-w,AIR-AP1810W-B-K9,00:42:5a:b0:32:80,kilgo,US,10.140.233.132,0
7205-kilgo-j-101-w,AIR-AP1810W-B-K9,00:42:5a:b0:40:20,kilgo,US,10.140.233.195,0
7205-kilgo-j-102-w,AIR-AP1810W-B-K9,00:42:5a:b0:13:40,kilgo,US,10.140.233.179,0
7205-kilgo-j-103-w,AIR-AP1810W-B-K9,00:42:5a:b0:04:e8,kilgo,US,10.140.233.116,0
7205-kilgo-j-104-w,AIR-AP1810W-B-K9,00:42:5a:b0:15:b0,kilgo,US,10.140.17.158,0
7205-kilgo-j-105-w,AIR-AP1810W-B-K9,00:42:5a:b0:32:28,kilgo,US,10.140.232.96,0
7205-kilgo-j-106-w,AIR-AP1810W-B-K9,00:42:5a:b0:15:e0,default,location,US,10.140.233.148
7205-kilgo-j-109a-w,AIR-AP1810W-B-K9,00:42:5a:b0:1b:e8,kilgo,US,10.140.233.120,1
7205-kilgo-j-109b-w,AIR-AP1810W-B-K9,00:42:5a:b0:18:58,kilgo,US,10.140.233.187,0
7205-kilgo-j-109-cm,AIR-AP3802I-B-K9,cc:16:7e:83:98:1c,Kilgo,J,US,10.140.232.240
